,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
39303,2015,PR,Puerto Rico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,7.6,13.9,766.0,,,,Female,,,,"(18.220833, -66.590149)",OWS,OWS1,Q038,VALUE,72,Gender,Female,GEN,FEMALE
39329,2015,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.4,13.3,20.2,798.0,,,,,9th,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Grade,9th,GRADE,GRADE09
39382,2015,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,11.5,14.8,2197.0,,,,Male,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Gender,Male,GEN,MALE
39565,2015,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.1,11.6,14.8,9521.0,Total,,,,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Total,Total,OVR,OVERALL
39671,2015,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.3,12.7,20.9,385.0,,,,,,,Hispanic,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Hispanic,RACE,RACEHIS
39695,2015,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.0,6.6,9.7,1131.0,,,,Female,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Gender,Female,GEN,FEMALE
39736,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.6,8.5,18.2,1361.0,,,,,11th,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,11th,GRADE,GRADE11
39741,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.1,12.8,17.8,1709.0,,,,,9th,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Grade,9th,GRADE,GRADE09
39766,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.8,6.9,25.6,105.0,,,,,,,2 or more races,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
39782,2015,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.1,12.1,18.6,566.0,,,,,9th,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Grade,9th,GRADE,GRADE09
39813,2015,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.4,10.4,22.3,368.0,,,,,9th,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Grade,9th,GRADE,GRADE09
39836,2015,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,12.8,17.9,1112.0,,,,Male,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Gender,Male,GEN,MALE
39839,2015,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,9.8,14.5,3210.0,Total,,,,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Total,Total,OVR,OVERALL
39865,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,10.1,13.0,3398.0,,,,,11th,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Grade,11th,GRADE,GRADE11
40013,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,11.9,12.9,18505.0,Total,,,,,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Total,Total,OVR,OVERALL
