,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
37733,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.6,5.8,9.8,1209.0,,,,,,,Non-Hispanic White,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
37777,2011,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,12.2,18.8,555.0,,,,,10th,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Grade,10th,GRADE,GRADE10
37879,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.3,10.3,14.7,700.0,,,,,12th,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Grade,12th,GRADE,GRADE12
37882,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,11.8,20.8,935.0,,,,,,,Non-Hispanic Black,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
38099,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.1,9.1,13.6,2805.0,,,,,12th,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Grade,12th,GRADE,GRADE12
38193,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,8.8,17.5,340.0,,,,,,,Hispanic,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Race/Ethnicity,Hispanic,RACE,RACEHIS
38311,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.1,11.9,21.4,419.0,,,,,11th,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Grade,11th,GRADE,GRADE11
38416,2011,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.5,7.6,14.2,433.0,,,,,11th,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Grade,11th,GRADE,GRADE11
38590,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,10.9,21.4,357.0,,,,,11th,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Grade,11th,GRADE,GRADE11
38623,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.8,8.5,11.2,7164.0,,,,Female,,,,,OWS,OWS1,Q038,VALUE,59,Gender,Female,GEN,FEMALE
38665,2011,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.4,13.6,22.0,689.0,,,,Male,,,,"(40.060210141, -82.404260056)",OWS,OWS1,Q038,VALUE,39,Gender,Male,GEN,MALE
38671,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,10.3,14.4,861.0,,,,Male,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Gender,Male,GEN,MALE
38698,2011,LA,Louisiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.8,9.0,20.5,587.0,,,,Female,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q038,VALUE,22,Gender,Female,GEN,FEMALE
38775,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,11.5,20.5,229.0,,,,,,,2 or more races,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
38879,2011,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.6,11.1,16.6,1172.0,,,,,9th,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Grade,9th,GRADE,GRADE09
38892,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,5.6,13.0,225.0,,,,,,,Asian,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Asian,RACE,RACEASN
38916,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,10.0,16.4,763.0,,,,,9th,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Grade,9th,GRADE,GRADE09
39061,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.8,16.5,23.7,632.0,,,,Male,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Gender,Male,GEN,MALE
39085,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.7,6.2,12.0,2207.0,,,,Female,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Gender,Female,GEN,FEMALE
39089,2011,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,9.3,19.7,549.0,,,,,11th,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Grade,11th,GRADE,GRADE11
39280,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,11.3,18.8,738.0,,,,Male,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Gender,Male,GEN,MALE
39300,2011,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.5,10.1,18.0,558.0,,,,,9th,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Grade,9th,GRADE,GRADE09
39304,2011,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.8,10.6,25.7,216.0,,,,,,,Non-Hispanic Black,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
39386,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.6,8.4,15.9,287.0,,,,,9th,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,9th,GRADE,GRADE09
39434,2011,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.1,7.2,13.9,321.0,,,,,12th,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Grade,12th,GRADE,GRADE12
39509,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.7,15.6,24.6,618.0,,,,Male,,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Gender,Male,GEN,MALE
39723,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.5,14.1,19.1,1700.0,Total,,,,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Total,Total,OVR,OVERALL
39738,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,13.7,16.9,2447.0,Total,,,,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Total,Total,OVR,OVERALL
39754,2011,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,11.5,19.8,444.0,,,,,12th,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Grade,12th,GRADE,GRADE12
39929,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.1,7.7,13.3,745.0,,,,Female,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Gender,Female,GEN,FEMALE
39951,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.2,7.3,11.5,1041.0,,,,,,,Non-Hispanic White,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
